University,Program,Degree,Type,Accreditation,Year,Grade,Expiration Date,Status
IAIN Lhokseumawe,Manajemen Pendidikan Islam,S1,PTAN,419/SK/LAMDIK/Ak/S/III/2023,2023,Baik Sekali,2027-05-23,Masih berlaku
UIN Raden Intan Lampung,Pendidikan Agama Islam,S1,PTAN,388/SK/LAMDIK/Ak/S/III/2023,2023,Unggul,2028-04-03,Masih berlaku
IAIN Madura,Manajemen Pendidikan Islam,S1,PTAN,384/SK/LAMDIK/Ak/S/III/2023,2023,Baik Sekali,2027-10-17,Masih berlaku
IAIN Syaikh Abdurrahman Siddik Bangka Belitung,Ekonomi Syariah,S2,PTAN,1206/SK/BAN-PT/Ak/M/IV/2023,2023,Baik,2028-04-04,Masih berlaku
UIN Sunan Ampel,Sastra Inggris,S1,PTAN,1248/SK/BAN-PT/Ak.KP/S/IV/2023,2023,Unggul,2025-12-15,Masih berlaku
UIN Raden Fatah Palembang,Ilmu Perpustakaan,S1,PTAN,1223/SK/BAN-PT/Ak/S/IV/2023,2023,Unggul,2028-04-04,Masih berlaku
UIN Sunan Ampel,Sistem Informasi,S1,PTAN,1253/SK/BAN-PT/Ak.KP/S/IV/2023,2023,Baik Sekali,2026-02-23,Masih berlaku
IAIN Takengon,Tadris Matematika,S1,PTAN,93/SK/LAMDIK/Ak/S/I/2023,2023,Baik Sekali,2028-04-10,Masih berlaku
UIN Syarif Hidayatullah,Aqidah Dan Filsafat Islam,S1,PTAN,1365/SK/BAN-PT/Ak.Ppj/S/IV/2023,2023,A,2028-04-25,Masih berlaku
UIN Imam Bonjol Padang,Manajemen Bisnis Syariah,S1,PTAN,1374/SK/BAN-PT/Ak/S/IV/2023,2023,Baik,2028-04-11,Masih berlaku
UIN Sunan Kalijaga,Ilmu Hukum,S1,PTAN,1342/SK/BAN-PT/Ak.KP/S/IV/2023,2023,Unggul,2025-06-07,Masih berlaku
UIN Raden Intan Lampung,Pendidikan Bahasa Inggris,S1,PTAN,1354/SK/BAN-PT/Ak.KP/S/IV/2023,2023,Unggul,2025-12-08,Masih berlaku
IAIN Sultan Amai Gorontalo,Sosiologi Agama,S1,PTAN,1372/SK/BAN-PT/Ak/S/IV/2023,2023,Baik Sekali,2028-04-11,Masih berlaku
IAIN Kendari,Pendidikan Agama Islam,S2,PTAN,446/SK/LAMDIK/Ak/M/III/2023,2023,Baik Sekali,2027-05-09,Masih berlaku
UIN Mahmud Yunus Batusangkar,Tadris Bahasa Inggris,S1,PTAN,464/SK/LAMDIK/Ak/S/IV/2023,2023,Unggul,2028-01-09,Masih berlaku
IAIN Takengon,Perbankan Syariah,S1,PTAN,386/DE/A.5/AR.10/IV/2023,2023,Baik,2028-04-17,Masih berlaku
UIN Sunan Ampel,Bimbingan Konseling Islam,S1,PTAN,1461/SK/BAN-PT/Ak.Ppj/S/IV/2023,2023,A,2027-08-16,Masih berlaku
IAIN Palangkaraya,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S1,PTAN,1469/SK/BAN-PT/Ak.Ppj/S/IV/2023,2023,B,2028-05-03,Masih berlaku
UIN Syarif Hidayatullah,Hukum Keluarga (Ahwal Syakhsiyyah),S2,PTAN,1470/SK/BAN-PT/Ak.Ppj/M/IV/2023,2023,B,2028-05-03,Masih berlaku
IAIN ParePare,Pendidikan Bahasa Arab,S1,PTAN,1425/SK/BAN-PT/Ak/S/IV/2023,2023,Baik Sekali,2028-04-18,Masih berlaku
IAIN Ternate,Akuntansi Syari'ah,S1,PTAN,1405/SK/BAN-PT/Ak/S/IV/2023,2023,Baik,2028-04-18,Masih berlaku
IAIN Bukittinggi,Aqidah Dan Filsafat Islam,S2,PTAN,1422/SK/BAN-PT/Ak/M/IV/2023,2023,Baik Sekali,2028-04-18,Masih berlaku
STAIN Mandailing Natal,Ekonomi Syariah,S1,PTAN,1408/SK/BAN-PT/Ak/S/IV/2023,2023,Baik,2028-04-18,Masih berlaku
IAIN Langsa,Psikologi Islam,S1,PTAN,1450/SK/BAN-PT/Ak.P/S/IV/2023,2023,Baik,2025-04-18,Masih berlaku
IAIN Langsa,Pemikiran Politik Islam,S1,PTAN,1440/SK/BAN-PT/Ak.P/S/IV/2023,2023,Baik,2025-04-18,Masih berlaku
IAIN Ambon,Akuntansi Syari`ah,S1,PTAN,1445/SK/BAN-PT/Ak.P/S/IV/2023,2023,Baik,2025-04-18,Masih berlaku
IAIN Ponorogo,Pendidikan Agama Islam,S2,PTAN,1452/SK/BAN-PT/Ak.P/M/IV/2023,2023,Baik,2025-04-18,Masih berlaku
IAIN Takengon,Pariwisata Syariah,S1,PTAN,1453/SK/BAN-PT/Ak.P/S/IV/2023,2023,Baik,2025-04-18,Masih berlaku
STAIN Majene,Bimbingan Dan Konseling Pendidikan Islam,S1,PTAN,1444/SK/BAN-PT/Ak.P/S/IV/2023,2023,Baik,2025-04-18,Masih berlaku
UIN Sunan Kalijaga,Ilmu Hadis,S1,PTAN,1542/SK/BAN-PT/Ak.Ppj/S/IV/2023,2023,Unggul,2027-11-29,Masih berlaku
IAIN Kediri,Akuntansi Syariah,S1,PTAN,1531/SK/BAN-PT/Ak/S/IV/2023,2023,Baik,2028-04-26,Masih berlaku
UIN Syarif Hidayatullah,Pendidikan Agama Islam,S3,PTAN,1571/SK/BAN-PT/Ak.P/D/IV/2023,2023,Baik,2025-04-26,Masih berlaku
UIN Kiai Haji Achmad Siddiq Jember,Pendidikan Guru Madrasah Ibtidaiyah,S2,PTAN,465/SK/LAMDIK/Ak/M/IV/2023,2023,Baik Sekali,2027-12-27,Masih berlaku
IAIN Manado,Pendidikan Agama Islam,S2,PTAN,193/SK/LAMDIK/Ak/M/I/2023,2023,Unggul,2028-05-02,Masih berlaku
STAIN Tengku Dirundeng Meulaboh,Hukum Tatanegara Islam (Siyasah Syar'iyah),S1,PTAN,1617/SK/BAN-PT/Ak/S/V/2023,2023,Baik,2028-05-02,Masih berlaku
IAIN Kerinci,Tadris Fisika,S1,PTAN,1637/SK/BAN-PT/Ak.P/S/V/2023,2023,Baik,2025-05-02,Masih berlaku
UIN Sultan Aji Muhammad Idris Samarinda,Pendidikan Islam Anak Usia Dini,S1,PTAN,488/SK/LAMDIK/Ak-BDG/S/V/2023,2023,Unggul,2027-12-27,Masih berlaku
IAIN Ternate,Komunikasi Dan Penyiaran Islam,S1,PTAN,1748/SK/BAN-PT/Ak.P/S/V/2023,2023,Baik,2025-05-10,Masih berlaku
UIN Raden Intan Lampung,Pendidikan Islam Anak Usia Dini (PIAUD),S1,PTAN,1685/SK/BAN-PT/Ak/S/V/2023,2023,Baik Sekali,2028-05-10,Masih berlaku
UIN Imam Bonjol Padang,Tadris IPA Konsentrasi Fisika,S1,PTAN,1682/SK/BAN-PT/Ak/S/V/2023,2023,Baik Sekali,2028-05-10,Masih berlaku
UIN Sunan Ampel,Pendidikan Bahasa Inggris,S1,PTAN,1709/SK/BAN-PT/Ak.KP/S/V/2023,2023,Unggul,2025-12-30,Masih berlaku
UIN Sunan Ampel,Sosiologi,S1,PTAN,1719/SK/BAN-PT/Ak.KP/S/V/2023,2023,Unggul,2026-08-27,Masih berlaku
UIN Alauddin Makassar,Bahasa Dan Sastra Inggris,S1,PTAN,1690/SK/BAN-PT/Ak.KP/S/V/2023,2023,Baik Sekali,2026-06-11,Masih berlaku
UIN Sultan Maulana Hasanuddin Banten,Tadris Bahasa Inggris,S2,PTAN,397/SK/LAMDIK/Ak/M/III/2023,2023,Baik,2028-01-06,Masih berlaku
IAIN Kediri,Hukum Ekonomi Syariah (Muamalah),S1,PTAN,1760/SK/BAN-PT/Ak.Ppj/S/V/2023,2023,B,2027-12-28,Masih berlaku
IAIN Pontianak,Ekonomi Syariah,S1,PTAN,152/DE/A.5/AR.10/XII/2022,2023,Baik Sekali,2027-12-31,Masih berlaku
UIN Sunan Gunung Djati,Agroteknologi,S1,PTAN,1768/SK/BAN-PT/Ak.KP/S/V/2023,2023,Baik Sekali,2025-11-15,Masih berlaku
UIN Kiai Haji Achmad Siddiq Jember,Studi Islam,S3,PTAN,1786/SK/BAN-PT/Ak/D/V/2023,2023,Baik,2028-05-16,Masih berlaku
UIN Sultan Syarif Kasim Riau,Administrasi Negara,S1,PTAN,1843/SK/BAN-PT/Ak-PNB/S/V/2023,2023,A,2024-08-07,132 hari lagi kadaluarsa
UIN Sjech M. Djamil Djambek Bukittinggi,Aqidah Dan Filsafat Islam,S2,PTAN,1848/SK/BAN-PT/Ak-PNB/M/V/2023,2023,Baik Sekali,2028-04-18,Masih berlaku
UIN Mataram,Hukum Bisnis,S1,PTAN,1932/SK/BAN-PT/Ak.P/S/V/2023,2023,Baik,2025-05-23,Masih berlaku
UIN Maulana Malik Ibrahim,Bahasa Dan Sastra Arab,S1,PTAN,1956/SK/BAN-PT/Ak.Ppj/S/V/2023,2023,A,2028-06-07,Masih berlaku
IAIN Pekalongan,Ekonomi Syariah,S2,PTAN,1877/SK/BAN-PT/Ak/M/V/2023,2023,Baik Sekali,2028-05-23,Masih berlaku
UIN Raden Mas Said Surakarta,Manajemen Bisnis Syariah,S2,PTAN,1892/SK/BAN-PT/Ak/M/V/2023,2023,Baik Sekali,2028-05-23,Masih berlaku
UIN Imam Bonjol Padang,Tadris Matematika,S1,PTAN,1895/SK/BAN-PT/Ak/S/V/2023,2023,Baik Sekali,2028-05-23,Masih berlaku
UIN Sunan Ampel,Studi Agama Agama,S1,PTAN,1889/SK/BAN-PT/Ak/S/V/2023,2023,Unggul,2028-05-23,Masih berlaku
STAIN Majene,Pendidikan Agama Islam,S2,PTAN,1943/SK/BAN-PT/Ak.P/M/V/2023,2023,Baik,2025-05-23,Masih berlaku
STAIN Majene,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAN,1945/SK/BAN-PT/Ak.P/S/V/2023,2023,Baik,2025-05-23,Masih berlaku
UIN Walisongo Semarang,Pendidikan Bahasa Arab,S2,PTAN,1944/SK/BAN-PT/Ak.P/M/V/2023,2023,Baik,2025-05-23,Masih berlaku
UIN Raden Intan Lampung,Filsafat Agama,S2,PTAN,2005/SK/BAN-PT/Ak/M/V/2023,2023,Baik Sekali,2028-05-24,Masih berlaku
IAIN Syaikh Abdurrahman Siddik Bangka Belitung,Bimbingan Dan Konseling Pendidikan Islam,S1,PTAN,1979/SK/BAN-PT/Ak/S/V/2023,2023,Baik,2028-05-24,Masih berlaku
UIN Raden Mas Said Surakarta,Pendidikan Bahasa Arab,S2,PTAN,1982/SK/BAN-PT/Ak/M/V/2023,2023,Baik Sekali,2028-05-24,Masih berlaku
UIN SUNAN AMPEL SURABAYA SURABAYA,GIZI,S1,PTAN,0091/LAM-PTKes/Akr.PB/Sar/III/2022,2022,Baik,2024-04-07,10 hari lagi kadaluarsa
IAIN Langsa,Sejarah Peradaban Islam,S1,PTAN,2068/SK/BAN-PT/Ak.P/S/V/2023,2023,Baik,2025-05-30,Masih berlaku
UIN Profesor Kiai Haji Saifuddin Zuhri Purwokerto,Tasawuf Dan Psikoterapi,S1,PTAN,2069/SK/BAN-PT/Ak.P/S/V/2023,2023,Baik,2025-05-30,Masih berlaku
IAIN Padangsidimpuan,Tadris Fisika,S1,PTAN,2034/SK/BAN-PT/Ak/S/V/2023,2023,Baik,2028-05-30,Masih berlaku
UIN Walisongo Semarang,Pendidikan Agama Islam,S1,PTAN,469/SK/LAMDIK/Ak/S/IV/2023,2023,Unggul,2028-06-06,Masih berlaku
UIN Sunan Kalijaga,Pendidikan Kimia,S1,PTAN,479/SK/LAMDIK/Ak/S/IV/2023,2023,Unggul,2028-06-06,Masih berlaku
IAIN Ponorogo,Tadris Bahasa Indonesia,S1,PTAN,2164/SK/BAN-PT/Ak.P/S/VI/2023,2023,Baik,2025-06-06,Masih berlaku
UIN Sunan Gunung Djati,Tadris Bahasa Indonesia,S1,PTAN,2165/SK/BAN-PT/Ak.P/S/VI/2023,2023,Baik,2025-06-06,Masih berlaku
UIN Datokarama Palu,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S3,PTAN,2139/SK/BAN-PT/Ak.P/D/VI/2023,2023,Baik,2025-06-06,Masih berlaku
IAIN Palopo,Ekonomi Syariah,S2,PTAN,2135/SK/BAN-PT/Ak.P/M/VI/2023,2023,Baik,2025-06-06,Masih berlaku
IAIN Kediri,Manajemen Bisnis Syariah,S1,PTAN,2104/SK/BAN-PT/Ak/S/VI/2023,2023,Baik,2028-06-06,Masih berlaku
UIN Raden Fatah Palembang,Aqidah Dan Filsafat Islam,S1,PTAN,2076/SK/BAN-PT/Ak/S/VI/2023,2023,Unggul,2028-06-06,Masih berlaku
IAIN Ambon,Pendidikan Bahasa Arab,S1,PTAN,2153/SK/BAN-PT/Ak.P/S/VI/2023,2023,Baik,2025-06-06,Masih berlaku
UIN Sulthan Thaha Saifuddin Jambi,Ilmu Al-Quran Dan Tafsir,S1,PTAN,2102/SK/BAN-PT/Ak/S/VI/2023,2023,Baik Sekali,2028-06-06,Masih berlaku
UIN Sultan Aji Muhammad Idris Samarinda,Hukum Keluarga (Ahwal Al-syakhshiyyah),S2,PTAN,2097/SK/BAN-PT/Ak/M/VI/2023,2023,Unggul,2028-06-06,Masih berlaku
IAIN Padangsidimpuan,Tadris Biologi,S1,PTAN,2109/SK/BAN-PT/Ak/S/VI/2023,2023,Baik,2028-06-06,Masih berlaku
UIN (UIN) Sunan Kalijaga Yogyakarta,Matematika,S1,PTAN,047/SK/LAMSAMA/Akred/S/VI/2023,2023,Unggul,2028-06-05,Masih berlaku
UIN Sulthan Thaha Saifuddin Jambi,Fisika,S1,PTAN,045/SK/LAMSAMA/Akred/S/VI/2023,2023,Baik,2028-06-05,Masih berlaku
UIN Ar-Raniry Banda Aceh,Pendidikan Bahasa Inggris,S1,PTAN,566/SK/LAMDIK/Ak/S/VI/2023,2023,Unggul,2028-06-06,Masih berlaku
UIN Sunan Gunung Djati,Pendidikan Matematika,S1,PTAN,563/SK/LAMDIK/Ak/S/VI/2023,2023,Unggul,2028-06-06,Masih berlaku
UIN (UIN) Sunan Kalijaga Yogyakarta,Kimia,S1,PTAN,041/SK/LAMSAMA/Akred/S/VI/2023,2023,Unggul,2028-06-05,Masih berlaku
UIN Walisongo Semarang,Studi Agama-agama,S1,PTAN,2298/SK/BAN-PT/Ak.Ppj/S/VI/2023,2023,A,2028-06-27,Masih berlaku
IAIN Kediri,Tadris IPA,S1,PTAN,2268/SK/BAN-PT/Ak/S/VI/2023,2023,Baik,2028-06-13,Masih berlaku
UIN Sumatera Utara Medan,Tadris Bahasa Inggris,S2,PTAN,2267/SK/BAN-PT/Ak/M/VI/2023,2023,Baik Sekali,2028-06-13,Masih berlaku
IAIN Sultan Amai Gorontalo,Ekonomi Syariah,S2,PTAN,1077/SK/BAN-PT/Ak/M/VI/2023,2023,Baik Sekali,2028-06-13,Masih berlaku
UIN Sunan Ampel,Manajemen Dakwah,S1,PTAN,2251/SK/BAN-PT/Ak/S/VI/2023,2023,Unggul,2028-06-13,Masih berlaku
UIN Profesor Kiai Haji Saifuddin Zuhri Purwokerto,Tadris Matematika,S1,PTAN,542/SK/LAMDIK/Ak/S/VI/2023,2023,Baik Sekali,2028-06-06,Masih berlaku
UIN SYARIF HIDAYATULLAH JAKARTA JAKARTA,FARMASI,S1,PTAN,0406/LAM-PTKes/Akr/Sar/V/2023,2023,BAIK SEKALI,2028-05-25,Masih berlaku
UIN SYARIF HIDAYATULLAH JAKARTA JAKARTA,APOTEKER,Profesi,PTAN,0407/LAM-PTKes/Akr/Pro/V/2023,2023,BAIK SEKALI,2028-05-25,Masih berlaku
UIN K.H. Abdurrahman Wahid Pekalongan,Hukum Ekonomi Syariah (Muamalah),S1,PTAN,2300/SK/BAN-PT/Ak/S/VI/2023,2023,Baik Sekali,2028-06-14,Masih berlaku
IAIN Syekh Nurjati Cirebon,Hukum Keluarga (Akhwal Syaksiyah),S1,PTAN,2412/SK/BAN-PT/Ak.PEPS/S/VI/2023,2023,A,2024-06-07,71 hari lagi kadaluarsa
UIN Sayyid Ali Rahmatullah Tulungagung,Manajemen Zakat Dan Wakaf,S1,PTAN,457/DE/A.5/AR.10/VI/2023,2023,Baik Sekali,2028-06-12,Masih berlaku
IAIN Curup,Manajemen Pendidikan Islam,S2,PTAN,664/SK/LAMDIK/Ak/M/VI/2023,2023,Unggul,2028-06-26,Masih berlaku
UIN Syarif Hidayatullah,Manajemen Dakwah,S2,PTAN,2544/SK/BAN-PT/Ak.P/M/VI/2023,2023,Baik,2025-06-27,Masih berlaku
UIN Salatiga,Tadris IPA,S1,PTAN,2474/SK/BAN-PT/Ak/S/VI/2023,2023,Baik Sekali,2028-06-27,Masih berlaku
IAIN Curup,Bimbingan Dan Konseling Pendidikan Islam,S2,PTAN,2461/SK/BAN-PT/Ak/M/VI/2023,2023,Baik,2028-06-27,Masih berlaku
UIN Sunan Ampel,Komunikasi Dan Penyiaran Islam,S1,PTAN,2483/SK/BAN-PT/Ak/S/VI/2023,2023,Unggul,2028-06-27,Masih berlaku
UIN Sunan Gunung Djati,Administrasi Publik,S1,PTAN,2455/SK/BAN-PT/Ak/S/VI/2023,2023,Unggul,2028-06-27,Masih berlaku
UIN Sunan Ampel,Ilmu Komunikasi,S1,PTAN,2482/SK/BAN-PT/Ak/S/VI/2023,2023,Baik Sekali,2028-06-27,Masih berlaku
IAIN Palangkaraya,Pendidikan Agama Islam,S1,PTAN,2566/SK/BAN-PT/SURV-BDG/S/VI/2023,2023,Unggul,2027-07-05,Masih berlaku
UIN Raden Mas Said Surakarta,Manajemen Bisnis Syariah,S1,PTAN,493/DE/A.5/AR.10/VI/2023,2023,Unggul,2028-06-23,Masih berlaku
UIN Sunan Gunung Djati,Manajemen Haji Dan Umrah,S1,PTAN,2589/SK/BAN-PT/Ak/S/VII/2023,2023,Baik,2028-07-04,Masih berlaku
UIN Profesor Kiai Haji Saifuddin Zuhri Purwokerto,Ilmu Al-Qur`an Dan Tafsir,S1,PTAN,2594/SK/BAN-PT/Ak/S/VII/2023,2023,Unggul,2028-07-04,Masih berlaku
IAIN Sultan Amai Gorontalo,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAN,543/SK/LAMDIK/Ak/S/VI/2023,2023,Baik Sekali,2028-01-30,Masih berlaku
STAIN Mandailing Natal,Ilmu Al-Qur`an Dan Tafsir,S1,PTAN,2699/SK/BAN-PT/Ak/S/VII/2023,2023,Baik,2028-07-11,Masih berlaku
UIN Profesor Kiai Haji Saifuddin Zuhri Purwokerto,Manajemen Dakwah,S1,PTAN,2727/SK/BAN-PT/Ak/S/VII/2023,2023,Baik Sekali,2028-07-11,Masih berlaku
UIN Imam Bonjol Padang,Ilmu Perpustakaan Dan Informasi Islam,S1,PTAN,2691/SK/BAN-PT/Ak/S/VII/2023,2023,Baik,2028-07-11,Masih berlaku
UIN Imam Bonjol Padang,Studi Islam,S3,PTAN,2760/SK/BAN-PT/Ak.P/D/VII/2023,2023,Baik,2025-07-11,Masih berlaku
UIN Raden Fatah Palembang,Pendidikan Biologi,S1,PTAN,622/SK/LAMDIK/Ak/S/VI/2023,2023,Unggul,2028-07-17,Masih berlaku
UIN Salatiga,Pendidikan Agama Islam,S2,PTAN,704/SK/LAMDIK/Ak/M/VI/2023,2023,Unggul,2028-07-17,Masih berlaku
UIN Sumatera Utara Medan,Pendidikan Islam Anak Usia Dini,S1,PTAN,2836/SK/BAN-PT/Ak/S/VII/2023,2023,Baik Sekali,2028-07-18,Masih berlaku
IAIN Syekh Nurjati Cirebon,Ilmu Falak,S1,PTAN,2871/SK/BAN-PT/Ak.P/S/VII/2023,2023,Baik,2025-07-18,Masih berlaku
UIN ALAUDDIN MAKASSAR MAKASSAR,ILMU KEPERAWATAN,S1,PTAN,0480/LAM-PTKes/Akr/Sar/VII/2023,2023,BAIK SEKALI,2028-07-06,Masih berlaku
UIN ALAUDDIN MAKASSAR MAKASSAR,NERS,Profesi,PTAN,0481/LAM-PTKes/Akr/Pro/VII/2023,2023,BAIK SEKALI,2028-07-06,Masih berlaku
UIN Sunan Kalijaga,Pendidikan Guru Madrasah Ibtidaiyah,S2,PTAN,608/SK/LAMDIK/Ak/M/VII/2023,2023,Unggul,2028-08-01,Masih berlaku
IAIN Kediri,Manajemen Pendidikan Islam,S2,PTAN,609/SK/LAMDIK/Ak-BDG/M/VII/2023,2023,Baik,2028-01-09,Masih berlaku
UIN Sunan Kalijaga,Pendidikan Islam Anak Usia Dini,S2,PTAN,417/SK/LAMDIK/Ak/M/III/2023,2023,Unggul,2028-07-17,Masih berlaku
UIN Sunan Kalijaga,Manajemen Pendidikan Islam,S1,PTAN,383/SK/LAMDIK/Ak/S/III/2023,2023,Unggul,2028-07-24,Masih berlaku
UIN Sunan Kalijaga,Sejarah Peradaban Islam,S2,PTAN,2976/SK/BAN-PT/Ak.Ppj/M/VII/2023,2023,Baik Sekali,2028-08-08,Masih berlaku
UIN Sayyid Ali Rahmatullah Tulungagung,Studi Islam,S2,PTAN,2918/SK/BAN-PT/Ak/M/VII/2023,2023,Baik Sekali,2028-07-25,Masih berlaku
IAIN Syekh Nurjati Cirebon,Pendidikan Islam Anak Usia Dini,S1,PTAN,767/SK/LAMDIK/Ak/S/VII/2023,2023,Baik Sekali,2028-07-09,Masih berlaku
UIN Sunan Kalijaga,Akuntansi Syariah,S1,PTAN,529/DE/A.5/AR.10/VII/2023,2023,Unggul,2028-07-18,Masih berlaku
UIN Profesor Kiai Haji Saifuddin Zuhri Purwokerto,Ekonomi Syariah,S2,PTAN,549/DE/A.5/AR.10/VII/2023,2023,Baik Sekali,2028-07-25,Masih berlaku
IAIN Madura,Perbankan Syariah,S1,PTAN,547/DE/A.5/AR.10/VII/2023,2023,Baik Sekali,2028-08-01,Masih berlaku
UIN Kiai Haji Achmad Siddiq Jember,Ekonomi Syariah,S1,PTAN,531/DE/A.5/AR.10/VII/2023,2023,Baik Sekali,2028-08-24,Masih berlaku
UIN Raden Intan Lampung,Pendidikan Bahasa Arab,S1,PTAN,517/SK/LAMDIK/Ak/S/VI/2023,2023,Unggul,2028-05-02,Masih berlaku
UIN Sunan Gunung Djati,Ilmu Perpustakaan Dan Informasi Islam,S1,PTAN,3074/SK/BAN-PT/Ak.P/S/VIII/2023,2023,Baik,2025-08-01,Masih berlaku
UIN Sultan Syarif Kasim Riau,Ilmu Al Qur'an Dan Tafsir,S1,PTAN,3086/SK/BAN-PT/Ak.Ppj/S/VIII/2023,2023,A,2027-08-16,Masih berlaku
IAIN Pontianak,Hukum Ekonomi Syariah (Muamalah),S1,PTAN,3091/SK/BAN-PT/Ak.Ppj/S/VIII/2023,2023,B,2028-08-16,Masih berlaku
IAIN Syekh Nurjati Cirebon,Aqidah Dan Filsafat Islam,S1,PTAN,3085/SK/BAN-PT/Ak.Ppj/S/VIII/2023,2023,Unggul,2027-12-28,Masih berlaku
IAIN Syekh Nurjati Cirebon,Sejarah Peradaban Islam,S1,PTAN,3088/SK/BAN-PT/Ak.Ppj/S/VIII/2023,2023,Unggul,2028-02-07,Masih berlaku
IAIN Kendari,Pendidikan Bahasa Arab,S1,PTAN,3036/SK/BAN-PT/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-01,Masih berlaku
STAIN Majene,Bahasa Dan Sastra Arab,S1,PTAN,3041/SK/BAN-PT/Ak/S/VIII/2023,2023,Baik,2028-08-01,Masih berlaku
IAIN Kendari,Tadris Ilmu Pengetahuan Alam,S1,PTAN,3021/SK/BAN-PT/Ak/S/VIII/2023,2023,Baik,2028-08-01,Masih berlaku
UIN Sunan Gunung Djati,Manajemen,S1,PTAN,3060/SK/BAN-PT/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-01,Masih berlaku
UIN Sultan Syarif Kasim Riau,Pendidikan Guru Madrasah Ibtidaiyah,S2,PTAN,646/SK/LAMDIK/Ak/M/VI/2023,2023,Baik Sekali,2028-06-26,Masih berlaku
UIN Ar-Raniry Banda Aceh,Pendidikan Kimia,S1,PTAN,611/SK/LAMDIK/Ak/S/VI/2023,2023,Unggul,2028-08-07,Masih berlaku
IAIN Manado,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAN,461/SK/LAMDIK/Ak/S/IV/2023,2023,Unggul,2028-08-07,Masih berlaku
IAIN Palangkaraya,Pendidikan Agama Islam,S2,PTAN,669/SK/LAMDIK/Ak/M/VIII/2023,2023,Baik Sekali,2028-08-03,Masih berlaku
UIN Sunan Kalijaga,Interdisciplinary Islamic Studies,S2,PTAN,3150/SK/BAN-PT/Ak.S/M/VIII/2023,2023,B,-,Masih berlaku
UIN Syarif Hidayatullah,Hukum Tatanegara (Siyasah),S1,PTAN,3187/SK/BAN-PT/Ak-PPJ/S/VIII/2023,2023,A,2026-09-03,Masih berlaku
UIN Syarif Hidayatullah,Hukum Ekonomi Syari`ah (Mu`amalah),S1,PTAN,3188/SK/BAN-PT/Ak-PPJ/S/VIII/2023,2023,A,2026-09-03,Masih berlaku
UIN Mahmud Yunus Batusangkar,Ekonomi Syariah,S2,PTAN,604/DE/A.5/AR.10/VIII/2023,2023,Baik Sekali,2028-08-02,Masih berlaku
IAIN Manado,Pendidikan Bahasa Arab,S1,PTAN,403/SK/LAMDIK/Ak/S/III/2023,2023,Unggul,2028-08-15,Masih berlaku
UIN Ar-Raniry Banda Aceh,Perbankan Syariah,S1,PTAN,3217/SK/BAN-PT/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-15,Masih berlaku
UIN Datokarama Palu,Pendidikan Islam Anak Usia Dini,S1,PTAN,3227/SK/BAN-PT/Ak/S/VIII/2023,2023,Baik,2028-08-15,Masih berlaku
UIN Syarif Hidayatullah,Hukum Pidana Islam,S1,PTAN,3229/SK/BAN-PT/Ak.Ppj/S/VIII/2023,2023,Unggul,2028-08-15,Masih berlaku
UIN Sumatera Utara Medan,Aqidah Dan Filsafat Islam,S1,PTAN,3260/SK/BAN-PT/Ak.KP/S/VIII/2023,2023,Unggul,2027-01-11,Masih berlaku
UIN Sunan Gunung Djati,Teknik Informatika,S1,PTAN,121/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Unggul,2028-08-18,Masih berlaku
UIN Syarif Hidayatullah,Teknik Pertambangan,S1,PTAN,0214/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2028-08-20,Masih berlaku
UIN Sunan Kalijaga,Teknik Industri,S1,PTAN,0286/SK/LAM Teknik/AS/VIII/2023,2023,Unggul,2028-08-20,Masih berlaku
UIN Raden Mas Said Surakarta,Bimbingan Dan Konseling  Islam,S1,PTAN,3278/SK/BAN-PT/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-22,Masih berlaku
UIN Datokarama Palu,Aqidah Dan Filsafat Islam,S1,PTAN,3293/SK/BAN-PT/Ak.KP/S/VIII/2023,2023,Baik Sekali,2025-12-22,Masih berlaku
UIN Datokarama Palu,Ilmu Al-Quran Dan Tafsir,S1,PTAN,3292/SK/BAN-PT/Ak.KP/S/VIII/2023,2023,Baik Sekali,2027-01-11,Masih berlaku
UIN Raden Fatah Palembang,Ilmu Al-Qur'an Dan Tafsir,S1,PTAN,3290/SK/BAN-PT/Ak.KP/S/VIII/2023,2023,Unggul,2025-12-02,Masih berlaku
UIN Alauddin Makassar,Aqidah Dan Filsafat Islam,S1,PTAN,3295/SK/BAN-PT/Ak.KP/S/VIII/2023,2023,Baik Sekali,2026-09-03,Masih berlaku
UIN Ar-Raniry Banda Aceh,Pendidikan Bahasa Arab,S2,PTAN,3301/SK/BAN-PT/Ak.KP/M/VIII/2023,2023,Baik Sekali,2024-12-31,Masih berlaku
UIN Sunan Ampel,Ilmu Hadist,S2,PTAN,3299/SK/BAN-PT/Ak.KP/M/VIII/2023,2023,Baik Sekali,2025-11-21,Masih berlaku
